emp_no,birth_date,first_name,last_name,dept_no,to_date
274646,1955-06-05,Sanjeeva,Frijda,d002,9999-01-01
274658,1953-05-22,Sushant,Henseler,d005,9999-01-01
274667,1954-06-15,Eben,Gente,d008,9999-01-01
274673,1953-02-28,Sandeepan,Shumilov,d005,9999-01-01
274676,1953-06-17,Niteen,Mondadori,d004,9999-01-01
274679,1954-05-24,Vatsa,Cochrane,d005,9999-01-01
274683,1954-05-11,Elrique,Strooper,d005,9999-01-01
274690,1952-04-06,Wuxu,Paludetto,d003,9999-01-01
274704,1955-11-19,Masanao,Rothe,d007,9999-01-01
274706,1954-06-11,Xiaoqiu,Thimonier,d007,9999-01-01
274710,1952-11-30,Arfst,Lubachevsky,d007,9999-01-01
274711,1953-02-28,Akemi,Baig,d007,9999-01-01
274713,1953-07-11,Chiranjit,Krychniak,d008,9999-01-01
274714,1955-06-18,Marit,Kakkad,d004,9999-01-01
274716,1955-09-19,Jungsoon,Legleitner,d004,9999-01-01
274721,1952-06-26,Magdalena,Strooper,d004,9999-01-01
274729,1955-04-14,Manibrata,Glinert,d004,9999-01-01
274731,1955-04-22,Babette,Landherr,d001,9999-01-01
274732,1954-12-18,Oguz,Whitcomb,d005,9999-01-01
274735,1953-07-08,Noritoshi,Haldar,d007,9999-01-01
274742,1953-07-01,Sadok,Demos,d005,9999-01-01
274743,1955-10-22,Irena,Driscoll,d007,9999-01-01
274746,1952-12-10,Taegyun,Slutz,d004,9999-01-01
274749,1952-10-30,Luisa,Danner,d009,9999-01-01
274755,1954-08-27,Richara,DasSarma,d002,9999-01-01
274757,1954-08-15,Jiann,Pettis,d002,9999-01-01
274760,1952-04-07,Goh,Prampolini,d004,9999-01-01
274761,1952-06-15,Jianwen,Milicia,d005,9999-01-01
274764,1955-10-19,Dharmaraja,Pepe,d006,9999-01-01
274765,1954-03-29,Srinidhi,Baranowski,d004,9999-01-01
274769,1955-03-07,Lorien,Etalle,d005,9999-01-01
274772,1952-08-27,Palash,Busillo,d009,9999-01-01
274785,1955-07-07,Sandeepan,Krohn,d007,9999-01-01
274790,1954-07-26,Ennio,DuBourdieux,d002,9999-01-01
274794,1952-03-19,Nitsan,Hertweck,d004,9999-01-01
274795,1952-04-28,Sukumar,Baca,d003,9999-01-01
274806,1955-05-18,Uma,Vecchio,d004,9999-01-01
274809,1955-12-04,Taiji,Jayawardene,d005,9999-01-01
274817,1953-06-29,Sastry,Hainaut,d004,9999-01-01
274820,1955-06-04,Kyoichi,Naudin,d005,9999-01-01
274826,1954-06-20,Petter,Ligten,d009,9999-01-01
274832,1954-04-21,Kristof,Sidhu,d007,9999-01-01
274833,1953-05-01,Chikako,Krohm,d005,9999-01-01
274836,1954-01-12,Almudena,Furudate,d004,9999-01-01
274838,1953-11-28,Katsuyuki,Petereit,d004,9999-01-01
274842,1952-05-07,Phillip,Dredge,d004,9999-01-01
274845,1955-03-19,Satoru,Schaad,d005,9999-01-01
274856,1952-02-28,Fayez,Weedman,d007,9999-01-01
274857,1955-09-21,Fayez,Luce,d003,9999-01-01
274858,1955-01-19,Jayesh,Standera,d005,9999-01-01
274868,1954-10-14,Leen,Pillow,d009,9999-01-01
274869,1953-02-23,Nadjib,Bressoud,d004,9999-01-01
274872,1952-05-06,Przemyslawa,Sessa,d004,9999-01-01
274875,1954-02-18,Teruyuki,Erbe,d005,9999-01-01
274879,1954-09-09,Kwangho,Skafidas,d005,9999-01-01
274886,1955-10-28,Kaijung,Kaminger,d008,9999-01-01
274893,1955-08-28,Sverrir,Kropatsch,d006,9999-01-01
274896,1952-02-20,Kazuyasu,Snedden,d007,9999-01-01
274898,1952-05-01,Qiwen,Deyuan,d004,9999-01-01
274899,1953-03-06,Chenxi,Panienski,d006,9999-01-01
274903,1955-01-21,Fusako,Crooks,d007,9999-01-01
274907,1952-12-29,Weiwu,Msuda,d002,9999-01-01
274910,1952-10-23,Parke,Braccini,d007,9999-01-01
274913,1952-06-20,Dmitry,Ishibashi,d006,9999-01-01
274925,1954-10-20,Sadun,Meriste,d004,9999-01-01
274930,1952-07-15,Vojin,Steinauer,d005,9999-01-01
274932,1954-05-16,Mikhail,Schmiedel,d007,9999-01-01
274935,1954-05-22,Christoper,Cannane,d009,9999-01-01
274945,1952-12-07,Stein,Barriga,d004,9999-01-01
274955,1953-09-08,Elvis,Perri,d004,9999-01-01
274971,1953-01-17,Alper,Kitsuregawa,d005,9999-01-01
274972,1955-04-06,Gretta,Thorelli,d006,9999-01-01
274976,1952-09-07,Godehard,Otillio,d005,9999-01-01
274980,1953-12-20,Sahrah,Slobodova,d007,9999-01-01
274983,1952-06-06,Shahab,Gecsel,d005,9999-01-01
274984,1955-03-07,Tesuya,Marshall,d007,9999-01-01
274985,1955-01-01,Alagu,Emmerich,d006,9999-01-01
274986,1955-08-27,Utpal,Munke,d007,9999-01-01
274991,1953-08-17,Xinyu,Gide,d007,9999-01-01
274993,1953-06-29,Sanjai,Cardazo,d009,9999-01-01
274994,1953-04-22,Tru,Casperson,d002,9999-01-01
274996,1955-11-05,Abdelghani,Fioravanti,d004,9999-01-01
274998,1954-10-19,Shigeaki,Barvinok,d004,9999-01-01
275001,1952-02-07,Katsuo,Mitina,d007,9999-01-01
275002,1952-06-26,Hercules,Yurek,d004,9999-01-01
275004,1953-12-07,Wuxu,Mamelak,d004,9999-01-01
275005,1954-01-25,Adas,Murthy,d003,9999-01-01
275008,1954-06-29,Rosine,Perl,d005,9999-01-01
275009,1954-12-14,Kwun,Rettelbach,d003,9999-01-01
275011,1954-01-08,Leen,Wallrath,d007,9999-01-01
275014,1955-02-23,Herb,Kolvik,d008,9999-01-01
275020,1952-02-12,Valeri,Danley,d007,9999-01-01
275022,1955-05-08,Lansing,Yoshimura,d007,9999-01-01
275027,1954-03-31,Sham,Bolotov,d004,9999-01-01
275032,1955-01-14,Horward,Rubsam,d004,9999-01-01
275035,1953-08-21,Kasidit,Benner,d007,9999-01-01
275036,1952-02-20,Sachin,Erez,d004,9999-01-01
275037,1952-11-28,Dmitry,Spelt,d007,9999-01-01
275040,1955-06-25,Howell,Stassinopoulos,d005,9999-01-01
275042,1952-08-24,Filipe,Gide,d008,9999-01-01
275043,1952-12-13,Haldon,Coors,d008,9999-01-01
275048,1955-09-02,Nidapan,Gniady,d009,9999-01-01
275054,1952-07-21,Girolamo,Butterworth,d004,9999-01-01
275070,1954-12-23,Yongdong,Maccarone,d005,9999-01-01
275076,1952-10-10,Foong,Barbanera,d008,9999-01-01
275083,1953-02-19,Pranjal,Kopetz,d005,9999-01-01
275085,1953-03-15,Utz,Beetstra,d006,9999-01-01
275090,1953-05-03,Elvia,Ramaiah,d007,9999-01-01
275092,1954-05-23,Remko,Schmiedel,d004,9999-01-01
275099,1952-07-14,Saeed,Dalton,d005,9999-01-01
275100,1954-09-17,Hisao,Lung,d005,9999-01-01
275102,1952-04-14,Mabry,Shiratori,d004,9999-01-01
275106,1952-02-15,Unal,Muhling,d004,9999-01-01
275110,1954-03-29,Pradeep,McConalogue,d005,9999-01-01
275120,1954-01-24,Jaideep,Aamodt,d007,9999-01-01
275126,1952-05-05,Abdelkader,Dichev,d003,9999-01-01
275138,1953-05-04,Mona,Oxenboll,d004,9999-01-01
275144,1953-08-30,Taegyun,Varman,d005,9999-01-01
275148,1955-08-23,Shahid,Vesna,d009,9999-01-01
275150,1954-11-07,Naftali,Pollacia,d004,9999-01-01
275155,1954-07-13,Kazuhiko,Kampfer,d003,9999-01-01
275160,1953-02-16,Raimond,Rusmann,d001,9999-01-01
275165,1955-12-19,Nathan,Muchinsky,d007,9999-01-01
275166,1954-08-26,Hairong,Vieri,d004,9999-01-01
275175,1953-09-22,Doowon,Camarinopoulos,d005,9999-01-01
275181,1955-03-25,Yuchang,Kriebel,d008,9999-01-01
275182,1953-12-29,Poornachandra,Engberts,d004,9999-01-01
275184,1953-08-28,Tse,Emiris,d001,9999-01-01
275189,1952-06-22,Sachar,Katzenelson,d009,9999-01-01
275194,1952-04-10,Doowon,Shobatake,d005,9999-01-01
275200,1952-11-24,Lucian,Angel,d007,9999-01-01
275207,1954-02-10,Gad,Scharstein,d007,9999-01-01
275209,1955-07-25,Heng,Rosch,d006,9999-01-01
275211,1952-03-05,Mong,Veccia,d007,9999-01-01
275214,1952-12-31,Tran,Besancenot,d005,9999-01-01
275220,1955-05-16,Jiafu,Rabejac,d005,9999-01-01
275221,1955-04-22,Masadi,Merro,d003,9999-01-01
275225,1952-06-29,Mong,Luce,d007,9999-01-01
275228,1952-02-13,Jenwei,Huxford,d005,9999-01-01
275234,1954-06-29,Persi,Quittner,d003,9999-01-01
275236,1952-08-12,Marsja,Pepe,d001,9999-01-01
275239,1955-03-12,Guther,Collette,d009,9999-01-01
275252,1954-04-27,Candida,Murtagh,d004,9999-01-01
275256,1952-02-20,Gudjon,Emmart,d005,9999-01-01
275257,1954-11-04,Kasidit,Yavatkar,d005,9999-01-01
275261,1953-11-07,Gita,Thisen,d005,9999-01-01
275264,1953-04-24,Sajjan,Otillio,d004,9999-01-01
275266,1955-06-18,Arve,Vernadat,d001,9999-01-01
275269,1952-09-18,Sahrah,Jullig,d005,9999-01-01
275270,1952-10-16,Mountaz,Hettesheimer,d005,9999-01-01
275281,1953-12-02,Nadjib,Veevers,d002,9999-01-01
275283,1954-10-26,Xiaopeng,Ozery,d005,9999-01-01
275285,1955-07-03,Mana,Aingworth,d005,9999-01-01
275288,1954-04-13,Sadegh,Sommen,d007,9999-01-01
275292,1954-10-09,Hsiangchu,Malinowski,d006,9999-01-01
275293,1955-07-17,Gadiel,Orsini,d005,9999-01-01
275308,1955-05-07,Samphel,Chinin,d001,9999-01-01
275309,1953-03-25,Jessie,Muchinsky,d006,9999-01-01
275313,1953-04-20,Serge,Keustermans,d008,9999-01-01
275315,1955-03-19,Hsiangchu,Denti,d005,9999-01-01
275319,1952-03-05,Mani,Vadhan,d007,9999-01-01
275337,1954-08-23,Ortrud,Matzke,d005,9999-01-01
275340,1955-12-07,Jiann,Breugel,d007,9999-01-01
275343,1955-09-29,Aamod,Heusch,d005,9999-01-01
275347,1954-04-17,Parke,Spinelli,d001,9999-01-01
275348,1955-10-28,Woody,Gist,d007,9999-01-01
275352,1954-03-09,Sanjoy,Kalloufi,d003,9999-01-01
275356,1955-03-08,Shuho,Halevi,d004,9999-01-01
275357,1954-02-05,Ziya,Orsini,d009,9999-01-01
275359,1952-03-31,Fabrizio,Suri,d007,9999-01-01
275364,1954-09-04,Nishit,Muntz,d003,9999-01-01
275369,1952-06-06,Pohua,Kermarrec,d007,9999-01-01
275372,1954-12-12,Xuejia,Danecki,d004,9999-01-01
275374,1953-07-13,Salvador,Samarati,d009,9999-01-01
275378,1953-03-29,Vatsa,Heyers,d006,9999-01-01
275379,1954-12-26,Seshu,Pulkowski,d002,9999-01-01
275386,1953-05-27,Parke,Lortz,d007,9999-01-01
275393,1953-07-01,Geoff,Kushnir,d006,9999-01-01
275403,1953-09-12,Fei,Farrag,d004,9999-01-01
275405,1955-01-20,Tua,Leivant,d007,9999-01-01
275407,1955-09-18,Florina,Beutelspacher,d005,9999-01-01
275410,1954-05-19,Marin,Businaro,d009,9999-01-01
275411,1952-05-10,Feixiong,Horswill,d007,9999-01-01
275421,1955-05-22,King,Cooley,d007,9999-01-01
275424,1953-11-24,Abdelkader,Birge,d005,9999-01-01
275428,1955-05-29,Bernd,Onuegbe,d008,9999-01-01
275429,1952-07-29,Lansing,Pietracaprina,d004,9999-01-01
275431,1955-04-24,Fumitake,Gomatam,d006,9999-01-01
275435,1952-03-13,Fumiya,Gluchowski,d001,9999-01-01
275447,1952-06-18,Denny,Begiun,d004,9999-01-01
275448,1952-03-19,Yongqiao,Felder,d007,9999-01-01
275449,1955-06-19,Ronghao,Lambe,d005,9999-01-01
275453,1952-10-30,Aemilian,Hegner,d008,9999-01-01
275458,1952-05-20,Gonzalo,Barbanera,d008,9999-01-01
275461,1953-09-05,Tua,Famili,d003,9999-01-01
275466,1953-12-26,Danco,Puoti,d005,9999-01-01
275469,1955-10-02,Arne,Borstler,d005,9999-01-01
275479,1954-10-08,Georgi,Ratnakar,d009,9999-01-01
275487,1954-03-18,Chaosheng,Bolsens,d004,9999-01-01
275501,1952-08-25,Khun,Poupard,d004,9999-01-01
275502,1952-10-09,Hailing,Muntz,d007,9999-01-01
275504,1955-05-18,Aluzio,Bahi,d005,9999-01-01
275509,1953-12-20,Lobel,Beznosov,d007,9999-01-01
275510,1952-02-05,Berry,Murthy,d006,9999-01-01
275512,1954-05-20,Sham,Denny,d001,9999-01-01
275516,1952-08-26,Mang,Taubman,d003,9999-01-01
275517,1955-12-09,Sungwon,Kambil,d003,9999-01-01
275523,1955-05-10,Shiv,Khalid,d001,9999-01-01
275527,1954-08-21,Arnould,Swick,d006,9999-01-01
275531,1955-11-14,Doohun,Macedo,d004,9999-01-01
275532,1955-10-09,Denis,Katiyar,d009,9999-01-01
275533,1955-09-06,Takanari,Muhling,d007,9999-01-01
275534,1953-04-28,Troy,Oxman,d009,9999-01-01
275543,1953-03-16,Odysseas,Kuzuoka,d005,9999-01-01
275545,1954-08-28,Dinkar,Mitina,d004,9999-01-01
275546,1954-06-25,Gay,DuCasse,d002,9999-01-01
275549,1952-04-05,LiMin,Usdin,d004,9999-01-01
275564,1955-09-26,Mrinalini,Figueira,d007,9999-01-01
275565,1955-11-09,Frederique,Bail,d002,9999-01-01
275566,1954-08-19,Maja,Birrer,d006,9999-01-01
275568,1952-11-04,Uwe,Bottner,d006,9999-01-01
275569,1953-06-26,Szabolcs,Pluym,d005,9999-01-01
275570,1955-08-20,Masaru,Streit,d005,9999-01-01
275577,1952-07-10,Shaz,Benveniste,d005,9999-01-01
275579,1955-04-18,Joydip,Llado,d001,9999-01-01
275581,1954-12-15,Honglan,Azulay,d008,9999-01-01
275588,1954-08-06,Xumin,Peak,d005,9999-01-01
275599,1955-08-14,Toshimi,Cichocki,d005,9999-01-01
275603,1952-08-03,Siddarth,Rehfuss,d004,9999-01-01
275606,1955-06-29,Stamatina,Alpay,d004,9999-01-01
275607,1953-09-05,Jaihie,Ligten,d004,9999-01-01
275610,1955-12-18,Remzi,Eickenmeyer,d007,9999-01-01
275612,1954-03-26,Roded,Chvatal,d002,9999-01-01
275620,1953-06-06,Arunas,Yetim,d005,9999-01-01
275622,1954-07-06,Ennio,Emiris,d004,9999-01-01
275624,1953-09-14,Yucai,Herbst,d004,9999-01-01
275626,1955-12-20,Stevo,Kilgore,d004,9999-01-01
275627,1955-03-14,Avishai,Luby,d008,9999-01-01
275630,1954-07-19,Tokuyasu,Birch,d005,9999-01-01
275634,1953-10-11,Zhiwei,Beerel,d007,9999-01-01
275639,1955-11-08,Kasturi,Claffy,d007,9999-01-01
275641,1955-04-30,Oldrich,Ulupinar,d004,9999-01-01
275643,1952-03-03,Premsyl,Setiz,d007,9999-01-01
275648,1953-06-04,Shaz,Marchegay,d004,9999-01-01
275661,1955-01-03,Ramzi,Falck,d004,9999-01-01
275665,1955-06-30,Ibibia,Rodiger,d007,9999-01-01
275669,1953-03-10,Kiyomitsu,Coors,d009,9999-01-01
275674,1954-10-11,Xiong,Leppanen,d005,9999-01-01
275675,1955-10-24,Hitomi,Shanbhogue,d005,9999-01-01
275678,1952-11-09,Josyula,Luit,d005,9999-01-01
275683,1955-01-17,Froduald,Jarecki,d002,9999-01-01
275686,1955-02-19,Frederique,Denny,d008,9999-01-01
275688,1954-03-29,Arno,Mamelak,d001,9999-01-01
275689,1952-10-26,Nevio,McDermid,d005,9999-01-01
275692,1954-11-05,Arfst,Soloway,d001,9999-01-01
275700,1952-06-04,Jacopo,Henseler,d002,9999-01-01
275701,1955-08-17,Mads,Gerteisen,d007,9999-01-01
275703,1952-07-05,Panayotis,Unni,d005,9999-01-01
275706,1954-08-08,Arfst,Mandell,d004,9999-01-01
275707,1953-06-11,Junsik,Skrikant,d001,9999-01-01
275710,1952-09-17,Abdelwaheb,Hofmeyr,d008,9999-01-01
275712,1953-03-30,Sverrir,Karnin,d004,9999-01-01
275719,1952-04-14,Licheng,Nollmann,d003,9999-01-01
275720,1954-12-21,Zeljko,Leuchs,d004,9999-01-01
275721,1953-05-22,Shigeichiro,Farrar,d006,9999-01-01
275722,1954-07-19,Supot,Tsunoo,d005,9999-01-01
275735,1953-12-01,Chinya,Compeau,d009,9999-01-01
275739,1953-03-18,Patricio,Snyers,d007,9999-01-01
275741,1952-05-22,Anoosh,Riefers,d003,9999-01-01
275747,1952-02-21,Heping,Bruckman,d005,9999-01-01
275751,1953-04-28,Pohua,Restivo,d007,9999-01-01
275752,1953-05-14,Chriss,Lorin,d004,9999-01-01
275754,1953-11-25,Debatosh,Rosaz,d002,9999-01-01
275757,1952-10-16,Foong,Peron,d005,9999-01-01
275762,1952-10-06,Hugh,Brlek,d002,9999-01-01
275766,1954-08-21,Tadanori,Eterovic,d004,9999-01-01
275767,1955-03-20,Uinam,Varker,d007,9999-01-01
275770,1953-10-03,Udaiprakash,Chaudhury,d004,9999-01-01
275775,1954-10-25,Dung,Oppitz,d009,9999-01-01
275792,1952-12-23,Martine,Camarinopoulos,d005,9999-01-01
275798,1954-02-21,Anneke,Gente,d005,9999-01-01
275803,1953-03-02,Jaroslava,Erdmenger,d005,9999-01-01
275808,1955-03-26,Vitali,Swiler,d007,9999-01-01
275810,1954-01-26,Idoia,Kolvik,d004,9999-01-01
275811,1955-07-07,Sailaja,McAlpine,d004,9999-01-01
275814,1952-08-01,Hilary,Jording,d004,9999-01-01
275816,1952-02-06,Rosalyn,Kavvadias,d003,9999-01-01
275818,1955-09-07,Lunjin,Narahara,d006,9999-01-01
275819,1953-02-08,Tiina,Thibadeau,d008,9999-01-01
275821,1952-12-22,Petter,Ghelli,d005,9999-01-01
275823,1954-07-09,Boaz,Kilgore,d005,9999-01-01
275828,1955-03-01,Yifei,Terlouw,d004,9999-01-01
275834,1954-01-06,Martial,Yamaashi,d005,9999-01-01
275835,1955-04-06,Suebskul,Marzano,d005,9999-01-01
275837,1952-02-14,Claude,Colorni,d005,9999-01-01
275844,1953-12-22,Giri,Morrey,d005,9999-01-01
275847,1955-10-07,Fay,Streng,d005,9999-01-01
275851,1953-07-14,Panayotis,Glowinski,d007,9999-01-01
275854,1954-01-04,Szabolcs,Kavraki,d004,9999-01-01
275858,1954-03-23,Tse,Krupka,d007,9999-01-01
275862,1953-06-26,Shem,Trumbly,d004,9999-01-01
275863,1955-06-04,Margo,Jording,d006,9999-01-01
275865,1955-04-26,Joydip,Fritzsche,d005,9999-01-01
275872,1955-01-27,Sadun,Thummel,d004,9999-01-01
275873,1953-02-22,Tuval,Haumacher,d009,9999-01-01
275877,1955-04-01,Ziya,Desikan,d004,9999-01-01
275880,1953-11-02,Geraldo,Picaronny,d007,9999-01-01
275883,1954-12-06,Kasidit,Cunliffe,d004,9999-01-01
275890,1954-02-02,Juyoung,Beutelspacher,d005,9999-01-01
275891,1955-10-05,Tonia,Minakawa,d006,9999-01-01
275893,1955-07-31,Jouni,Erev,d008,9999-01-01
275896,1953-10-09,Hongzue,Peha,d005,9999-01-01
275907,1952-07-16,Dekang,Birch,d006,9999-01-01
275908,1952-12-30,Bodo,Ratnaker,d005,9999-01-01
275911,1954-04-06,Mayuri,Cronan,d004,9999-01-01
275920,1954-12-02,Alselm,Luce,d001,9999-01-01
275928,1952-07-30,Manu,Braunmuhl,d003,9999-01-01
275930,1954-07-16,Nagui,Rosis,d005,9999-01-01
275931,1952-11-30,Manibrata,Dolinsky,d004,9999-01-01
275932,1955-01-03,Mantis,Millington,d003,9999-01-01
275939,1955-05-01,Serenella,Sethi,d005,9999-01-01
275940,1952-11-30,Gadiel,Setlzner,d001,9999-01-01
275941,1955-05-16,Vishwani,Zambonelli,d009,9999-01-01
275944,1952-08-04,Janche,Leonhardt,d004,9999-01-01
275955,1953-05-09,Domenick,Menhoudj,d003,9999-01-01
275957,1953-07-02,Jaber,Poehlman,d007,9999-01-01
275964,1953-08-23,Dines,Shrader,d005,9999-01-01
275967,1955-03-10,Uno,Conry,d008,9999-01-01
275977,1953-12-02,Ibibia,Wilfing,d004,9999-01-01
275978,1952-02-14,Ramalingam,Kalefeld,d004,9999-01-01
275980,1953-12-18,Mostafa,Ponthieu,d007,9999-01-01
275983,1954-12-10,Steve,Lueh,d006,9999-01-01
275987,1955-10-04,Wayne,Cichocki,d004,9999-01-01
275990,1952-10-28,Yakichi,Facello,d005,9999-01-01
275991,1952-07-25,Tzu,Staudhammer,d004,9999-01-01
276002,1955-12-06,Amabile,Albarhamtoshy,d005,9999-01-01
276010,1954-03-10,Khoa,Baig,d005,9999-01-01
276019,1952-04-04,Abdulla,Erev,d008,9999-01-01
276028,1954-02-26,Guoxiang,Hutter,d004,9999-01-01
276029,1955-06-09,Mikhail,Bresenham,d007,9999-01-01
276031,1954-04-30,Suzette,Melter,d001,9999-01-01
276033,1952-10-22,Vesna,Milicia,d003,9999-01-01
276037,1955-09-14,Alexius,Salverda,d005,9999-01-01
276040,1954-10-01,Luigi,Lagarias,d006,9999-01-01
276042,1955-12-26,Valeska,Panangaden,d004,9999-01-01
276044,1952-04-27,Atreye,Whitcomb,d005,9999-01-01
276046,1954-05-11,Sanjai,Hartvigsen,d007,9999-01-01
276048,1952-04-18,Xiadong,Zucker,d002,9999-01-01
276053,1954-08-30,TRUE,Lyonns,d007,9999-01-01
276054,1954-01-06,Manohar,Gils,d004,9999-01-01
276056,1954-03-26,Piyawadee,Frezza,d004,9999-01-01
276058,1952-02-21,Shiv,Tchuente,d005,9999-01-01
276067,1955-01-08,Jiann,Ressouche,d009,9999-01-01
276073,1952-03-24,Hailing,Selenyi,d005,9999-01-01
276074,1955-05-06,Niranjan,Penz,d009,9999-01-01
276079,1953-08-09,Jessie,Brlek,d007,9999-01-01
276087,1952-03-15,Baziley,Schieder,d007,9999-01-01
276088,1953-03-06,Uma,Zastre,d004,9999-01-01
276089,1952-04-25,Achilleas,Goldhammer,d005,9999-01-01
276091,1953-11-14,Szabolcs,Halevi,d007,9999-01-01
276107,1954-03-14,Mantis,Luke,d008,9999-01-01
276112,1952-03-24,Halsur,Swist,d005,9999-01-01
276113,1954-03-10,Rosli,Griswold,d008,9999-01-01
276114,1952-11-14,Moni,Zuberek,d004,9999-01-01
276117,1954-01-29,Christfried,Buescher,d008,9999-01-01
276118,1954-11-30,Sanjai,Schaft,d008,9999-01-01
276120,1952-05-06,Kazuhito,Peris,d005,9999-01-01
276127,1953-04-16,Hsiangchu,Broomell,d006,9999-01-01
276128,1954-03-14,Mohan,Alvarado,d007,9999-01-01
276140,1953-08-17,Francesca,Ramsay,d009,9999-01-01
276143,1955-10-18,Vishv,Hedayat,d001,9999-01-01
276153,1954-08-09,Kazuhito,Copas,d007,9999-01-01
276166,1955-06-24,Qingxiang,DuBourdieux,d005,9999-01-01
276174,1953-04-12,Karoline,Litecky,d005,9999-01-01
276176,1955-07-03,Cordelia,Kading,d007,9999-01-01
276177,1953-09-25,Augustine,Rettelbach,d005,9999-01-01
276178,1955-09-03,Jacqueline,Gerlach,d005,9999-01-01
276179,1955-06-01,Stein,Matteis,d008,9999-01-01
276222,1953-03-23,Manu,Stellhorn,d009,9999-01-01
276224,1955-12-28,Xianlong,Luft,d007,9999-01-01
276225,1953-03-03,Xianlong,Tokunaga,d005,9999-01-01
276228,1953-12-12,Seongbin,Bierbaum,d004,9999-01-01
276236,1955-05-12,Suzette,Levergood,d008,9999-01-01
276240,1955-05-06,Aamod,Kitsuregawa,d004,9999-01-01
276242,1954-07-28,Nikolaus,Itzigehl,d004,9999-01-01
276243,1955-05-28,Kolar,Nittel,d008,9999-01-01
276244,1955-06-14,Shigeichiro,Hofmeyr,d004,9999-01-01
276245,1953-08-09,Kwee,Merks,d004,9999-01-01
276254,1955-03-01,Saddek,Kalorkoti,d004,9999-01-01
276255,1954-10-09,Edwin,Kriebel,d001,9999-01-01
276258,1953-02-12,Ulf,Denis,d001,9999-01-01
276262,1955-06-22,Dmitry,Reeken,d005,9999-01-01
276263,1954-11-05,Sverrir,Braunmuhl,d006,9999-01-01
276264,1954-10-21,Marla,Decaestecker,d007,9999-01-01
276268,1952-05-25,Souichi,Cmelik,d009,9999-01-01
276271,1952-06-17,Masaki,Lamparter,d002,9999-01-01
276272,1952-07-26,Sverrir,Aloisi,d002,9999-01-01
276273,1954-12-15,Anyuan,Kushnir,d005,9999-01-01
276275,1953-04-25,Denis,Nanard,d009,9999-01-01
276281,1953-02-03,Luise,Schurmann,d005,9999-01-01
276287,1952-10-06,Weiru,Kropf,d007,9999-01-01
276289,1953-02-04,Yuchang,Gilg,d007,9999-01-01
276292,1954-11-19,Domenico,Peres,d003,9999-01-01
276293,1953-01-27,Munehiko,Covnot,d001,9999-01-01
276294,1954-07-30,Indrajit,Gecsei,d004,9999-01-01
276296,1952-11-19,Tomoyuki,Munawer,d004,9999-01-01
276299,1955-03-02,Frazer,Bierman,d004,9999-01-01
276314,1954-07-27,Evgueni,Demke,d005,9999-01-01
276317,1952-04-22,Hausi,Iwayama,d004,9999-01-01
276318,1954-01-30,Rosella,Neiman,d003,9999-01-01
276327,1955-06-16,Lijie,Kadhim,d005,9999-01-01
276335,1953-11-27,Martina,Whitcomb,d001,9999-01-01
276337,1954-10-08,Boguslaw,Polajnar,d009,9999-01-01
276342,1955-12-31,Gritta,Swiler,d007,9999-01-01
276344,1953-01-20,Mana,Vieri,d005,9999-01-01
276345,1952-02-29,Martijn,Orsini,d007,9999-01-01
276346,1955-05-11,Zito,Chappelet,d008,9999-01-01
276349,1952-09-15,Susanna,Vigier,d007,9999-01-01
276355,1952-02-17,Alejandro,Matzen,d005,9999-01-01
276359,1953-10-16,Honesty,Soicher,d005,9999-01-01
276360,1955-05-28,Berry,Gerlach,d005,9999-01-01
276364,1953-02-22,Parviz,Leuchs,d005,9999-01-01
276369,1952-11-01,Alexius,Hardjono,d001,9999-01-01
276371,1953-07-15,Khaled,Rubsam,d008,9999-01-01
276378,1953-11-12,Wanqing,Luiz,d004,9999-01-01
276381,1953-08-10,Genki,Kirkerud,d006,9999-01-01
276393,1954-12-20,Franziska,Lakshmanan,d004,9999-01-01
276403,1955-06-13,Maria,Yurek,d004,9999-01-01
276405,1954-05-29,Weiru,Guerreiro,d003,9999-01-01
276409,1952-11-07,Mingsen,Cools,d002,9999-01-01
276412,1953-10-14,Tadahiro,Cappello,d005,9999-01-01
276413,1952-07-16,Kwangho,Mellouli,d009,9999-01-01
276415,1953-04-11,Yannis,Segond,d008,9999-01-01
276423,1954-09-26,Tadanori,Billawala,d001,9999-01-01
276426,1954-11-01,Christophe,Narahari,d004,9999-01-01
276431,1954-07-17,Vishu,VanScheik,d005,9999-01-01
276433,1953-12-05,Dante,Morton,d004,9999-01-01
276437,1954-11-20,Lein,Sabnani,d008,9999-01-01
276450,1952-12-01,Sachin,Budinsky,d001,9999-01-01
276451,1952-08-02,Xiaoqiu,Riefers,d007,9999-01-01
276455,1954-09-11,Remko,Awdeh,d009,9999-01-01
276457,1955-02-26,Oldrich,Hellwagner,d005,9999-01-01
276458,1952-12-17,Christfried,Litvinov,d008,9999-01-01
276463,1953-08-18,Kyoichi,Vandervoorde,d008,9999-01-01
276464,1954-11-06,Guiseppe,Luks,d004,9999-01-01
276466,1955-12-30,Yucel,Vasanthakumar,d004,9999-01-01
276467,1952-08-19,Duangkaew,Griswold,d004,9999-01-01
276468,1953-03-28,Rosalie,DuCasse,d007,9999-01-01
276474,1953-06-18,Arunachalam,Baba,d007,9999-01-01
276475,1954-11-26,Susanne,Passino,d005,9999-01-01
276476,1953-01-07,Susuma,Kropf,d006,9999-01-01
276484,1952-02-10,Limsoon,Flasterstein,d005,9999-01-01
